iter	RMSE
581	0.9543685594
582	0.9528647466
583	0.9526154529
584	0.9510053661
585	0.9485793942
586	0.9463392391
587	0.9448922952
588	0.943346458
589	0.9408214422
590	0.9393042496
591	0.9371171135
592	0.9352137863
593	0.9330104009
594	0.9301360514
595	0.9270011166
596	0.9259076488
597	0.9249847753
598	0.9229365296
599	0.9208091936
600	0.9185548444
601	0.9167804187
602	0.9153904964
603	0.913145777
604	0.9111588498
605	0.9100126598
606	0.9081023422
607	0.9068207862
608	0.9054695182
609	0.9042824154
610	0.9032316608
611	0.9009939915
612	0.89923171
613	0.8976867045
614	0.8955697655
615	0.8932875122
616	0.8929553483
617	0.8923951854
618	0.8909451275
619	0.8895193145
620	0.88757545
621	0.8853377571
622	0.8850471085
623	0.8837856752
624	0.8815196865
625	0.8812004419
626	0.878833657
627	0.8767377579
628	0.8753049288
629	0.8731964474
630	0.8713885342
631	0.8701889409
632	0.8674424663
633	0.8649694563
634	0.8631120768
635	0.8605494815
636	0.8596094812
637	0.8574424975
638	0.8556866995
639	0.8533892868
640	0.8520521217
641	0.8497925486
642	0.8495186239
643	0.8493144124
644	0.8485919828
645	0.8467454856
646	0.8442283865
647	0.8423602817
648	0.8407258406
649	0.83847805
650	0.8366652777
651	0.8348037991
652	0.8334396888
653	0.8314302833
654	0.8294332018
655	0.827655454
656	0.8260721058
657	0.8243459927
658	0.8230263301
659	0.8226638746
660	0.8206351164
661	0.8185331812
662	0.8169811677
663	0.8161571451
664	0.8140301211
665	0.8120909904
666	0.8103385074
667	0.8092595378
668	0.8072873496
669	0.8066400796
670	0.8051139213
671	0.804006841
672	0.8037579265
673	0.8023911824
674	0.8007718572
675	0.7985212835
676	0.7963285944
677	0.7958357993
678	0.7943399984
679	0.7922044401
680	0.7908479493
681	0.7898652539
682	0.7886817371
683	0.7876141088
684	0.7857178909
685	0.784290847
686	0.7837247719
687	0.7823842468
688	0.7805802269
689	0.779857418
690	0.7782916227
691	0.7766064419
692	0.7750457498
693	0.77329191
694	0.7730636969
695	0.7723324958
696	0.7710892192
697	0.7701815524
698	0.7688008924
699	0.7676392914
700	0.7653385278
701	0.763713477
702	0.7623841658
703	0.7615616349
704	0.760098878
705	0.7583016504
706	0.756677546
707	0.755109752
708	0.7538121837
709	0.7527513578
710	0.7516574872
711	0.7494706689
712	0.748125244
713	0.7469118138
714	0.7463108773
715	0.746005427
716	0.7446150454
717	0.7430365935
718	0.7411115799
719	0.7393828164
720	0.7381906109
721	0.7362831716
722	0.7348772861
723	0.7333507299
724	0.7321066287
725	0.7307930377
726	0.7296588299
727	0.7284386264
728	0.7278575773
729	0.7263393102
730	0.7245993424
731	0.7237240093
732	0.7229678225
733	0.7216151997
734	0.7202100793
735	0.7191627677
736	0.7189245016
737	0.7167425773
738	0.7165086331
739	0.7153424653
740	0.7139126288
741	0.7133051438
742	0.7116956465
743	0.7098970673
744	0.7090115653
745	0.7071838698
746	0.7061001152
747	0.7044399479
748	0.7030043809
749	0.701013107
750	0.7000969643
751	0.6988697462
752	0.6974295538
753	0.6959775603
754	0.6944657129
755	0.6932310935
756	0.6917063907
757	0.6914575695
758	0.6912779728
759	0.6903532865
760	0.6894898469
761	0.6882649112
762	0.6864363406
763	0.6848975284
764	0.6832976811
765	0.6816160235
766	0.6812076553
767	0.6793431778
768	0.6783739806
769	0.6767042058
770	0.6751904467
771	0.6744832926
772	0.6725985642
773	0.6715555348
774	0.6702710119
775	0.6699074288
776	0.6688984378
777	0.6678815732
778	0.6673978672
779	0.6658630618
780	0.6651896168
781	0.6648913359
782	0.6628555686
783	0.6613812221
784	0.6600706172
785	0.6588579561
786	0.6580470002
787	0.656769064
788	0.6553436141
789	0.654227486
790	0.6528258459
791	0.6513636011
792	0.6498419238
793	0.6482422771
794	0.6473411402
795	0.6469881875
796	0.6459053682
797	0.6446176977
798	0.6435548634
799	0.6432868776
800	0.6415754082
801	0.6409334511
802	0.6392202678
803	0.6387469243
804	0.638036267
805	0.6369764474
806	0.6359815899
807	0.6344996442
808	0.6337794611
809	0.6322135554
810	0.6306438565
811	0.6295866926
812	0.6283934736
813	0.6279176724
814	0.6270320532
815	0.6251760365
816	0.6242975558
817	0.6240483621
818	0.6225563228
819	0.6209687705
820	0.6193979284
821	0.6185730988
822	0.6172599287
823	0.615534309
824	0.6149703179
825	0.6133271489
826	0.6120246603
827	0.6115937319
828	0.6106081706
829	0.6098936713
830	0.6081544268
831	0.6065232909
832	0.6055659104
833	0.6045341127
834	0.6029976966
835	0.60172569
836	0.6011202369
837	0.6000782765
838	0.5998552976
839	0.5983906577
840	0.5974067053
841	0.5967571935
842	0.5956077492
843	0.5939765163
844	0.5938729869
845	0.5926427384
846	0.5914167453
847	0.5910337513
848	0.5893946496
849	0.5887391219
850	0.5886270038
851	0.587486094
852	0.5860435202
853	0.5851963261
854	0.5843083436
855	0.5836306227
856	0.5821664061
857	0.5811265633
858	0.5800267798
859	0.5788978126
860	0.5780050863
861	0.5765750207
862	0.57595669
863	0.5749412544
864	0.5733863814
865	0.5720190545
866	0.571055018
867	0.5696084498
868	0.5688943084
869	0.567956742
870	0.5677145203
871	0.566553547
872	0.5654314977
873	0.5641330779
874	0.5633574374
875	0.5630295613
876	0.5629274532
877	0.5619190574
878	0.561395004
879	0.5604780296
880	0.5600982619
881	0.5595411465
882	0.5581461023
883	0.5579152486
884	0.5570566267
885	0.5564073952
886	0.5555205822
887	0.5546427624
888	0.5537015425
889	0.5533178394
890	0.5526851392
891	0.5512390969
892	0.5507451022
893	0.5504533183
894	0.5494627307
895	0.5487073465
896	0.5485319306
897	0.5472523403
898	0.5461782149
899	0.5452085644
900	0.5442510635
901	0.543271375
902	0.5430871736
903	0.5414840601
904	0.5412246024
905	0.5403734625
906	0.5399041553
907	0.5390218498
908	0.537726116
909	0.5368994738
910	0.5363101355
911	0.5355540056
912	0.5349501451
913	0.5338050517
914	0.532381729
915	0.5314883288
916	0.5307820044
917	0.5298704393
918	0.528879181
919	0.5273846166
920	0.5266324317
921	0.5252373771
922	0.5249412333
923	0.523963643
924	0.5232098275
925	0.5222112893
926	0.520819991
927	0.5194111786
928	0.5192533949
929	0.5182456619
930	0.5169441147
931	0.5160115266
932	0.5157554274
933	0.5154563486
934	0.5149046991
935	0.5139537666
936	0.513154422
937	0.5122919149
938	0.5121003069
939	0.5117878436
940	0.5108786075
941	0.5100572484
942	0.5098622597
943	0.5085943247
944	0.5080788827
945	0.5076026675
946	0.5067763749
947	0.5057067391
948	0.5046250826
949	0.5034245384
950	0.5020171841
951	0.5010906932
952	0.5003345792
953	0.499919809
954	0.4994246429
955	0.4991862591
956	0.4978094163
957	0.49664082
958	0.4957505899
959	0.4945986194
960	0.4938243634
961	0.4926789915
962	0.4918144449
963	0.4905494551
964	0.4898764532
965	0.4892080364
966	0.4887561797
967	0.4881107407
968	0.4870430019
969	0.4864205863
970	0.4862067516
971	0.4856072757
972	0.4848970147
973	0.4844179188
974	0.4837919115
975	0.4828421086
976	0.4817110207
977	0.4810687577
978	0.4805063139
979	0.480342704
980	0.4800109565
981	0.4786126131
982	0.4778013886
983	0.4768009093
984	0.4762958876
985	0.4755840624
986	0.4747408064
987	0.4742531508
988	0.4736261917
989	0.4730498852
990	0.4724146055
991	0.4718801081
992	0.4711256138
993	0.4703976544
994	0.4695325704
995	0.4688282366
996	0.4682195149
997	0.467222801
998	0.4664588716
999	0.4654741906
